POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,RDNMADR_NM,LC_LO,LC_LA,GID_CD
범정소류지,지역호수/저수지,경상남도,함양군,,127.750917,35.53591704,라마227266
안내저수지,지역호수/저수지,경상남도,하동군,,127.8341104,35.2150425,라라304911
농암저수지,지역호수/저수지,충청북도,옥천군,,127.6839913,36.37356984,라바165195
보대소류지,지역호수/저수지,경상남도,고성군,,128.3364451,35.03157312,라라762710
노이짓골소류지,지역호수/저수지,경상남도,합천군,,128.0875624,35.52813662,라마532259
둥독못,지역호수/저수지,경상북도,의성군,,128.749716,36.36310484,마바121191
두남소류지,지역호수/저수지,경상남도,사천시,,128.1254769,35.09927927,라라570784
만지못,지역호수/저수지,경상남도,의령군,,128.1569553,35.38306758,라마596099
용지제,지역호수/저수지,전라남도,구례군,,127.4552024,35.25797788,다라959958
신기제,지역호수/저수지,전라북도,고창군,,126.5575709,35.33720321,다마143050
분지섬저수지,지역호수/저수지,경기도,화성시,,126.7941757,37.24718811,다사374167
가래곡지,지역호수/저수지,경상북도,안동시,,128.9799554,36.56881279,마바324422
화매저수지,지역호수/저수지,경상북도,영양군,,129.1871912,36.52234513,마바510373
삭둔제,지역호수/저수지,전라남도,강진군,,126.8339646,34.67930518,다라389318
봉촌제,지역호수/저수지,전라남도,고흥군,,127.3825847,34.67930627,다라892316
우도저수지,지역호수/저수지,제주특별자치도,제주시,,126.963002,33.49571154,다다501005
용문제,지역호수/저수지,전라남도,장흥군,,126.8969399,34.78650963,다라448437
풍곡제,지역호수/저수지,전라남도,영광군,,126.4824737,35.412131,다마076134
산정제,지역호수/저수지,전라북도,고창군,,126.521904,35.37948411,다마111097
장곡제,지역호수/저수지,전라북도,고창군,,126.505985,35.36759189,다마097084
내동제,지역호수/저수지,전라남도,장흥군,,126.9939774,34.81316186,다라537466
자포제,지역호수/저수지,전라남도,보성군,,127.1566815,34.83724419,다라686492
대야제,지역호수/저수지,전라남도,보성군,,127.2706326,34.81268369,다라790464
세곡제,지역호수/저수지,전라남도,고흥군,,127.3624549,34.81304314,다라874465
수산제,지역호수/저수지,전라남도,곡성군,,127.2121348,35.19199374,다라737885
오미제,지역호수/저수지,전라남도,구례군,,127.5105798,35.20500413,라라009899
소안저수지,지역호수/저수지,전라남도,완도군,,126.6542209,34.14666711,다다220729
고포제,지역호수/저수지,전라남도,고흥군,,127.4435794,34.52275307,다라948143
수유제,지역호수/저수지,전라남도,진도군,,126.2269401,34.5135665,나라831140
거제제,지역호수/저수지,전라남도,진도군,,126.1800204,34.48418228,나라787108
교동제,지역호수/저수지,전라남도,해남군,,126.4825372,34.57548221,다라066206
남성제,지역호수/저수지,전라남도,해남군,,126.4684341,34.57180677,다라053202
용정제,지역호수/저수지,전라남도,해남군,,126.5723834,34.56812626,다라149197
비선제,지역호수/저수지,전라남도,고흥군,,127.1539665,34.57177201,다라682197
금자2저수지,지역호수/저수지,전라남도,해남군,,126.5259834,34.59772343,다라106230
간월호,지역호수/저수지,충청남도,서산시,,126.4714704,36.69515773,다바081557
연지지,지역호수/저수지,경상북도,문경시,,128.2028486,36.66202528,라바628517
석용제,지역호수/저수지,전라남도,해남군,,126.3310379,34.60551542,나라928241
소장동저수지,지역호수/저수지,전라남도,신안군,,126.0762466,34.59578511,나라694233
마산제,지역호수/저수지,전라남도,해남군,,126.3251345,34.70985567,나라924356
가학제,지역호수/저수지,전라남도,영암군,,126.6295149,34.69678674,다라202339
지동제,지역호수/저수지,경상북도,김천시,,128.104355,36.06955432,라마544860
화산지,지역호수/저수지,경상북도,영천시,,128.8155144,36.05904774,마마184854
와곡지,지역호수/저수지,경상북도,영천시,,128.8325312,36.02433157,마마200816
성산저수지,지역호수/저수지,전라남도,여수시,,127.6462829,34.77470171,라라133422
화담제,지역호수/저수지,전라남도,고흥군,,127.3478836,34.75789759,다라860403
봉덕제,지역호수/저수지,전라남도,영광군,,126.4533602,35.22570008,다라047927
학동제,지역호수/저수지,전라남도,강진군,,126.7457351,34.74974127,다라309397
학용제,지역호수/저수지,전라남도,영암군,,126.6360978,34.73546222,다라209382
유수제,지역호수/저수지,전라남도,영암군,,126.6794769,34.84863689,다라249507
죽전제,지역호수/저수지,전라남도,무안군,,126.482497,34.8950701,다라070560
가봉제,지역호수/저수지,전라남도,화순군,,126.9495969,34.91818373,다라497582
영천소류지,지역호수/저수지,경상남도,하동군,,127.8081435,34.9913245,라라281663
죽림제,지역호수/저수지,전라남도,광양시,,127.6243347,34.98132256,라라113651
자풍제,지역호수/저수지,전라남도,함평군,,126.4754211,35.02835847,다라065708
수호제,지역호수/저수지,전라남도,함평군,,126.5029619,35.05225927,다라090734
농신제,지역호수/저수지,전라남도,화순군,,127.0363474,35.02097596,다라577696
만수제,지역호수/저수지,전라남도,장성군,,126.8590796,35.2639016,다라417966
수곡제,지역호수/저수지,전라남도,곡성군,,127.311961,35.1224806,다라828808
용사제,지역호수/저수지,전라남도,곡성군,,127.3091171,35.12142781,다라826807
신촌제,지역호수/저수지,전라남도,구례군,,127.4578235,35.17285992,다라961863
정수1소류지,지역호수/저수지,경상남도,하동군,,127.8808226,35.15705431,라라346847
민드득못,지역호수/저수지,경상남도,함안군,,128.4399132,35.21995617,라라855920
문학제,지역호수/저수지,전라남도,담양군,,127.0643723,35.24416367,다라603943
축산저수지,지역호수/저수지,전라북도,군산시,,126.8572997,35.99360467,다마420776
원당제,지역호수/저수지,전라남도,영광군,,126.5504482,35.30180079,다마136011
석산제,지역호수/저수지,전라남도,영광군,,126.577515,35.26859332,다라160974
백곡이호제,지역호수/저수지,전라남도,곡성군,,127.3562819,35.31104761,다마869017
대동제,지역호수/저수지,전라북도,남원시,,127.3965589,35.48253028,다마906207
우견제,지역호수/저수지,전라북도,고창군,,126.6871206,35.5398188,다마263273
매죽제,지역호수/저수지,전라북도,정읍시,,127.0433546,35.53117423,다마586262
오정제,지역호수/저수지,전라북도,정읍시,,126.8593562,35.58957592,다마419328
신복양어장,지역호수/저수지,전라북도,부안군,유천호암로,126.6452035,35.59185777,다마225332
옥남제,지역호수/저수지,전라북도,정읍시,,126.7759634,35.63693098,다마344381
본리지,지역호수/저수지,대구광역시,달성군,,128.4527962,35.78723393,라마861549
송촌지,지역호수/저수지,대구광역시,달성군,,128.477784,35.76074234,라마883520
중촌지,지역호수/저수지,대구광역시,달성군,,128.6614172,35.76367944,마마049525
망월지,지역호수/저수지,대구광역시,수성구,,128.7048928,35.82672673,마마088595
하도치제,지역호수/저수지,전라북도,진안군,,127.4588457,35.80336106,다마962563
선제,지역호수/저수지,전라북도,김제시,,126.9936618,35.83719754,다마542601
율산제,지역호수/저수지,전라북도,김제시,,126.9847422,35.79032797,다마534550
신성제,지역호수/저수지,전라북도,김제시,,126.9374879,35.82279188,다마491586
사동제,지역호수/저수지,전라북도,전주시 덕진구,,127.1954417,35.84430391,다마724609
은방수양어장,지역호수/저수지,전라북도,전주시 덕진구,구억명덕로,127.1946505,35.86006633,다마724626
세목지,지역호수/저수지,경상북도,성주군,,128.2524406,35.85945861,라마679628
새검지,지역호수/저수지,대구광역시,동구,,128.7557974,35.88523062,마마133661
연화지,지역호수/저수지,경상북도,영천시,,129.0020648,36.00698398,마마353799
행정저수지,지역호수/저수지,충청남도,홍성군,,126.7469684,36.51759061,다바325358
양동제,지역호수/저수지,전라남도,보성군,,127.1870023,34.9154495,다라714578
청지,지역호수/저수지,경상북도,영천시,,128.9416629,35.92276708,마마300705
반월샘소류지,지역호수/저수지,경상남도,함양군,,127.7532575,35.54067959,라마229272
반소못,지역호수/저수지,경상북도,상주시,,128.2500294,36.37050564,라바672194
대양소류지,지역호수/저수지,충청남도,부여군,,126.8131312,36.32267268,다바383141
절곳지,지역호수/저수지,경상북도,영주시,,128.6561593,36.74574929,마바032614
지푸실소류지,지역호수/저수지,경상북도,김천시,,127.9795055,36.00086976,라마432783
수철못,지역호수/저수지,경상북도,군위군,,128.4310951,36.26519227,라바836079
지산저수지,지역호수/저수지,충청남도,천안시 동남구,,127.1920277,36.79347168,다바725661
문의신소류지,지역호수/저수지,경상남도,남해군,,127.9045728,34.92932838,라라369594
문대소류지,지역호수/저수지,경상남도,산청군,,127.9974132,35.33540841,라마452045
덧재저수지,지역호수/저수지,강원도,횡성군,,128.1650705,37.43866514,라사588379
도람못,지역호수/저수지,경상북도,경주시,,129.1811182,35.7892146,마마519560
앞방죽저수지,지역호수/저수지,경기도,화성시,,126.9897771,37.19946621,다사547113
암질못,지역호수/저수지,충청남도,금산군,,127.5371066,36.11995926,라마033914
서화소류지,지역호수/저수지,경상남도,고성군,,128.3371628,35.06450183,라라763747
양지마을저수지,지역호수/저수지,경상남도,함안군,,128.4691078,35.24629464,라라881949
회현저수지,지역호수/저수지,경상남도,양산시,,129.0142124,35.3499417,마마375070
낙동상소류지,지역호수/저수지,경상남도,고성군,,128.344808,35.08832464,라라770773
큰외장골못,지역호수/저수지,울산광역시,울주군,,129.1968393,35.50439011,마마538244
가수저수지,지역호수/저수지,경상남도,의령군,,128.1885857,35.31255592,라마625021
소류지,지역호수/저수지,전라남도,해남군,,126.4563301,34.58125993,다라042212
소류지,지역호수/저수지,전라북도,장수군,,127.4163301,35.56249812,다마924296
두평소류지,지역호수/저수지,경상남도,함양군,,127.8229754,35.64747378,라마292390
남성소류지,지역호수/저수지,경상남도,진주시,,128.1615131,35.23448026,라라601934
계남지,지역호수/저수지,경상남도,창녕군,,128.5166071,35.4783207,라마922207
금당지,지역호수/저수지,전라남도,해남군,,126.6648024,34.44522439,다라232060
큰골소류지,지역호수/저수지,경상남도,고성군,,128.2926008,34.93382322,라라723601
봉발소류지,지역호수/저수지,경상남도,고성군,,128.2210836,35.00771531,라라657683
큰못,지역호수/저수지,충청북도,제천시,,128.1602796,37.15743998,라사586067
연화지,지역호수/저수지,경상북도,칠곡군,,128.4583916,35.95781112,라마864738
연화저수지,지역호수/저수지,전라북도,고창군,,126.5536201,35.51336516,다마141245
여우네소류지,지역호수/저수지,충청북도,괴산군,,127.7105887,36.84447028,라바187718
성지베이못,지역호수/저수지,경상북도,영천시,,129.0493323,36.06997978,마마395870
토곡저수지,지역호수/저수지,경상남도,의령군,,128.2370657,35.45146841,라마668175
김억정못,지역호수/저수지,경상남도,산청군,,127.8009113,35.45359081,라마273175
오량소류지,지역호수/저수지,경상남도,거제시,,128.5066192,34.88643802,라라919550
예포소류지,지역호수/저수지,경상남도,통영시,,128.4229995,34.93689061,라라842606
비란제이소류지,지역호수/저수지,경상남도,남해군,,127.9012361,34.8898804,라라366550
금판제,지역호수/저수지,전라북도,순창군,,127.1652951,35.37613281,다마695089
포강못,지역호수/저수지,울산광역시,울주군,,129.2156438,35.49640558,마마556236
포곡구소류지,지역호수/저수지,경상남도,사천시,,127.9538295,35.08995439,라라413772
포항못,지역호수/저수지,경상남도,함안군,,128.4719359,35.32615769,라마883038
